,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_depth,bootstrap,auc,f1,sensitivity,specificity,accuracy
Outer 757 - Inner 2,73,5,1,0.7097471461371864,17,True,0.7259174311926605,0.34782608695652173,0.3333333333333333,0.8715596330275229,0.7744360902255639
Outer 757 - Inner 3,66,7,3,0.9546452840460589,23,True,0.7637614678899082,0.46511627906976744,0.4166666666666667,0.9174311926605505,0.8270676691729323
Outer 757 - Inner 4,55,9,4,0.5352083947240296,16,True,0.6930428134556574,0.4313725490196078,0.4583333333333333,0.8532110091743119,0.7819548872180451
Outer 757 - Inner 5,34,3,3,0.9328615628841302,25,True,0.7217125382262997,0.425531914893617,0.4166666666666667,0.8807339449541285,0.7969924812030075
Outer 758 - Inner 0,66,10,4,0.9579900430955555,12,True,0.7977828746177369,0.5098039215686274,0.5416666666666666,0.8715596330275229,0.8120300751879699
Outer 758 - Inner 1,67,9,1,0.6461123559994931,22,True,0.7947247706422018,0.4680851063829787,0.4583333333333333,0.8899082568807339,0.8120300751879699
Outer 758 - Inner 2,75,3,2,0.6178792286655108,11,True,0.7840214067278287,0.4166666666666667,0.4166666666666667,0.8715596330275229,0.7894736842105263
Outer 758 - Inner 3,48,2,1,0.8417923911088094,9,True,0.7746559633027523,0.5,0.5,0.8899082568807339,0.8195488721804511
Outer 758 - Inner 4,42,9,2,0.6472066018361695,25,True,0.7417813455657493,0.35555555555555557,0.3333333333333333,0.8807339449541285,0.7819548872180451
Outer 758 - Inner 5,69,3,2,0.7420706660120916,18,True,0.8314220183486238,0.4680851063829787,0.4583333333333333,0.8899082568807339,0.8120300751879699
Outer 759 - Inner 0,67,8,3,0.5150929699744311,25,True,0.7974006116207951,0.5,0.5,0.8899082568807339,0.8195488721804511
Outer 759 - Inner 1,62,7,3,0.6652849367423801,14,True,0.8333333333333333,0.5,0.4166666666666667,0.944954128440367,0.849624060150376
Outer 759 - Inner 2,32,9,2,0.9694849319325615,24,True,0.797782874617737,0.43243243243243246,0.3333333333333333,0.9541284403669725,0.8421052631578947
Outer 759 - Inner 3,28,4,1,0.9223579474086874,18,True,0.8067660550458716,0.35897435897435903,0.2916666666666667,0.926605504587156,0.8120300751879699
Outer 759 - Inner 4,73,2,3,0.772784090993498,21,True,0.8730886850152905,0.5652173913043478,0.5416666666666666,0.9174311926605505,0.849624060150376
Outer 759 - Inner 5,48,7,1,0.9054506046538313,13,True,0.8188073394495413,0.4210526315789474,0.3333333333333333,0.944954128440367,0.8345864661654135
Outer 760 - Inner 0,42,3,2,0.6423465330369152,13,True,0.8337155963302753,0.5660377358490567,0.625,0.8715596330275229,0.8270676691729323
Outer 760 - Inner 1,51,3,1,0.7480377039625272,28,True,0.7805810397553516,0.4166666666666667,0.4166666666666667,0.8715596330275229,0.7894736842105263
Outer 760 - Inner 2,60,4,2,0.8344509325785048,12,True,0.8419342507645259,0.5581395348837209,0.5,0.9357798165137615,0.8571428571428571
Outer 760 - Inner 3,67,5,2,0.8257174643683918,23,True,0.8100152905198776,0.46511627906976744,0.4166666666666667,0.9174311926605505,0.8270676691729323
Outer 760 - Inner 4,75,5,2,0.8074877822411917,20,True,0.8243501529051989,0.5365853658536585,0.4583333333333333,0.944954128440367,0.8571428571428571
