,knn__algorithm,knn__metric,knn__n_neighbors,knn__weights,auc,f1,sensitivity,specificity,accuracy
Outer 56,auto,euclidean,3,uniform,0.5570098162597533,0.11764705882352941,0.06896551724137931,0.9781021897810219,0.8192771084337349
Outer 57,auto,euclidean,3,uniform,0.6425874653913919,0.20512820512820512,0.13793103448275862,0.9562043795620438,0.8132530120481928
Outer 58,auto,euclidean,3,uniform,0.5690913667253965,0.058823529411764705,0.034482758620689655,0.9708029197080292,0.8072289156626506
Outer 59,auto,euclidean,3,uniform,0.6365466901585703,0.2564102564102564,0.1724137931034483,0.9635036496350365,0.8253012048192772
Outer 60,auto,euclidean,3,uniform,0.5858293480996728,0.11428571428571428,0.06896551724137931,0.9708029197080292,0.8132530120481928
Outer 61,auto,euclidean,3,uniform,0.637301787062673,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 62,auto,euclidean,3,uniform,0.6108733954190788,0.15384615384615385,0.10344827586206896,0.948905109489051,0.8012048192771084
Outer 63,auto,euclidean,3,uniform,0.6357915932544678,0.2702702702702703,0.1724137931034483,0.9781021897810219,0.8373493975903614
Outer 64,auto,euclidean,3,uniform,0.5629247420085578,0.10810810810810811,0.06896551724137931,0.9562043795620438,0.8012048192771084
Outer 65,auto,euclidean,3,uniform,0.6010571356657438,0.1111111111111111,0.06896551724137931,0.9635036496350365,0.8072289156626506
Outer 66,auto,euclidean,3,uniform,0.6088598036748049,0.32432432432432434,0.20689655172413793,0.9854014598540146,0.8493975903614458
Outer 67,auto,euclidean,3,uniform,0.6755600302038762,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 68,auto,euclidean,3,uniform,0.6663730178706266,0.16666666666666666,0.10344827586206896,0.9708029197080292,0.8192771084337349
Outer 69,auto,euclidean,3,uniform,0.6873898817014851,0.17647058823529413,0.10344827586206896,0.9854014598540146,0.8313253012048193
Outer 70,auto,euclidean,3,uniform,0.6676315127107979,0.3076923076923077,0.20689655172413793,0.9708029197080292,0.8373493975903614
Outer 71,auto,euclidean,3,uniform,0.7094135414044802,0.3157894736842105,0.20689655172413793,0.9781021897810219,0.8433734939759037
Outer 72,auto,euclidean,3,uniform,0.5582683110999246,0.10256410256410256,0.06896551724137931,0.9416058394160584,0.7891566265060241
Outer 73,auto,euclidean,3,uniform,0.6028190284419834,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 74,auto,euclidean,3,uniform,0.6074754593506168,0.2777777777777778,0.1724137931034483,0.9854014598540146,0.8433734939759037
Outer 75,auto,euclidean,3,uniform,0.5060407752328215,0.11764705882352941,0.06896551724137931,0.9781021897810219,0.8192771084337349
Outer 76,auto,euclidean,3,uniform,0.6461112509438711,0.25,0.1724137931034483,0.9562043795620438,0.8192771084337349
Outer 77,auto,euclidean,3,uniform,0.602315630505915,0.0625,0.034482758620689655,0.9854014598540146,0.8192771084337349
Outer 78,auto,euclidean,3,uniform,0.5342310596526554,0.12121212121212122,0.06896551724137931,0.9854014598540146,0.8253012048192772
Outer 79,auto,euclidean,3,uniform,0.5795368738988171,0.125,0.06896551724137931,0.9927007299270073,0.8313253012048193
Outer 80,auto,euclidean,3,uniform,0.5860810470677071,0.16216216216216217,0.10344827586206896,0.9635036496350365,0.8132530120481928
Outer 81,auto,euclidean,3,uniform,0.5821797130631765,0.11428571428571428,0.06896551724137931,0.9708029197080292,0.8132530120481928
Outer 82,auto,euclidean,3,uniform,0.6140196325195068,0.3076923076923077,0.20689655172413793,0.9708029197080292,0.8373493975903614
Outer 83,auto,euclidean,3,uniform,0.5930027686886484,0.3,0.20689655172413793,0.9635036496350365,0.8313253012048193
Outer 84,auto,euclidean,3,uniform,0.575006292474201,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 85,auto,euclidean,3,uniform,0.5562547193556506,0.16666666666666666,0.10344827586206896,0.9708029197080292,0.8192771084337349
Outer 86,auto,euclidean,3,uniform,0.5797885728668513,0.17647058823529413,0.10344827586206896,0.9854014598540146,0.8313253012048193
Outer 87,auto,euclidean,3,uniform,0.660080543669771,0.2222222222222222,0.13793103448275862,0.9781021897810219,0.8313253012048193
Outer 88,auto,euclidean,3,uniform,0.5789076264787315,0.17647058823529413,0.10344827586206896,0.9854014598540146,0.8313253012048193
Outer 89,auto,euclidean,3,uniform,0.6646111250943871,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 90,auto,euclidean,3,uniform,0.5480745028945382,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 91,auto,euclidean,3,uniform,0.5753838409262522,0.11428571428571428,0.06896551724137931,0.9708029197080292,0.8132530120481928
Outer 92,auto,euclidean,3,uniform,0.6082305562547193,0.1111111111111111,0.06896551724137931,0.9635036496350365,0.8072289156626506
Outer 93,auto,euclidean,3,uniform,0.5429146740498364,0.11764705882352941,0.06896551724137931,0.9781021897810219,0.8192771084337349
Outer 94,auto,euclidean,3,uniform,0.6670022652907124,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 95,auto,euclidean,3,uniform,0.6432167128114775,0.3076923076923077,0.20689655172413793,0.9708029197080292,0.8373493975903614
Outer 96,auto,euclidean,3,uniform,0.6014346841177951,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 97,auto,euclidean,3,uniform,0.6678832116788321,0.2702702702702703,0.1724137931034483,0.9781021897810219,0.8373493975903614
Outer 98,auto,euclidean,3,uniform,0.5474452554744526,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 99,auto,euclidean,3,uniform,0.6444752076516487,0.125,0.06896551724137931,0.9927007299270073,0.8313253012048193
Outer 100,auto,euclidean,3,uniform,0.580669519254971,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 101,auto,euclidean,3,uniform,0.685124590989177,0.3902439024390244,0.27586206896551724,0.9708029197080292,0.8493975903614458
Outer 102,auto,euclidean,3,uniform,0.5454316637301787,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 103,auto,euclidean,3,uniform,0.597029952177196,0.35555555555555557,0.27586206896551724,0.9416058394160584,0.8253012048192772
Outer 104,auto,euclidean,3,uniform,0.6243392902089101,0.3333333333333333,0.20689655172413793,0.9927007299270073,0.8554216867469879
Outer 105,auto,euclidean,3,uniform,0.6751824817518248,0.2777777777777778,0.1724137931034483,0.9854014598540146,0.8433734939759037
Outer 106,auto,euclidean,3,uniform,0.5960231563050591,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 107,auto,euclidean,3,uniform,0.6254719355650642,0.38095238095238093,0.27586206896551724,0.9635036496350365,0.8433734939759037
Outer 108,auto,euclidean,3,uniform,0.6305059149257489,0.2631578947368421,0.1724137931034483,0.9708029197080292,0.8313253012048193
Outer 109,auto,euclidean,3,uniform,0.6131386861313869,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 110,auto,euclidean,3,uniform,0.6953183991945633,0.3,0.20689655172413793,0.9635036496350365,0.8313253012048193
Outer 111,auto,euclidean,3,uniform,0.6401963251950668,0.2702702702702703,0.1724137931034483,0.9781021897810219,0.8373493975903614
Outer 112,auto,euclidean,3,uniform,0.6595771457337025,0.2222222222222222,0.13793103448275862,0.9781021897810219,0.8313253012048193
Outer 113,auto,euclidean,3,uniform,0.5806695192549711,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 114,auto,euclidean,3,uniform,0.6195570098162598,0.3333333333333333,0.2413793103448276,0.9562043795620438,0.8313253012048193
Outer 115,auto,euclidean,3,uniform,0.5299521771960735,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 116,auto,euclidean,3,uniform,0.6083564057387365,0.2222222222222222,0.13793103448275862,0.9781021897810219,0.8313253012048193
Outer 117,auto,euclidean,3,uniform,0.6081047067707023,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 118,auto,euclidean,3,uniform,0.572992700729927,0.2,0.13793103448275862,0.948905109489051,0.8072289156626506
Outer 119,auto,euclidean,3,uniform,0.6439718097155802,0.2,0.13793103448275862,0.948905109489051,0.8072289156626506
Outer 120,auto,euclidean,3,uniform,0.7043795620437956,0.3333333333333333,0.20689655172413793,0.9927007299270073,0.8554216867469879
Outer 121,auto,euclidean,3,uniform,0.5567581172917191,0.16666666666666666,0.10344827586206896,0.9708029197080292,0.8192771084337349
Outer 122,auto,euclidean,3,uniform,0.5211427133148755,0.058823529411764705,0.034482758620689655,0.9708029197080292,0.8072289156626506
Outer 123,auto,euclidean,3,uniform,0.5299521771960735,0.11764705882352941,0.06896551724137931,0.9781021897810219,0.8192771084337349
Outer 124,auto,euclidean,3,uniform,0.6551724137931034,0.2857142857142857,0.1724137931034483,0.9927007299270073,0.8493975903614458
Outer 125,auto,euclidean,3,uniform,0.6141454820035239,0.23529411764705882,0.13793103448275862,0.9927007299270073,0.8433734939759037
Outer 126,auto,euclidean,3,uniform,0.6083564057387365,0.2222222222222222,0.13793103448275862,0.9781021897810219,0.8313253012048193
Outer 127,auto,euclidean,3,uniform,0.5560030203876164,0.2978723404255319,0.2413793103448276,0.9197080291970803,0.8012048192771084
Outer 128,auto,euclidean,3,uniform,0.6381827334507929,0.20512820512820512,0.13793103448275862,0.9562043795620438,0.8132530120481928
Outer 129,auto,euclidean,3,uniform,0.574125346086081,0.16666666666666666,0.10344827586206896,0.9708029197080292,0.8192771084337349
Outer 130,auto,euclidean,3,uniform,0.6652403725144728,0.23809523809523808,0.1724137931034483,0.9416058394160584,0.8072289156626506
Outer 131,auto,euclidean,3,uniform,0.5688396677573623,0.23809523809523808,0.1724137931034483,0.9416058394160584,0.8072289156626506
Outer 132,auto,euclidean,3,uniform,0.5821797130631765,0.20512820512820512,0.13793103448275862,0.9562043795620438,0.8132530120481928
Outer 133,auto,euclidean,3,uniform,0.6873898817014851,0.25,0.1724137931034483,0.9562043795620438,0.8192771084337349
Outer 134,auto,euclidean,3,uniform,0.5756355398942864,0.11428571428571428,0.06896551724137931,0.9708029197080292,0.8132530120481928
Outer 135,auto,euclidean,3,uniform,0.643720110747546,0.3684210526315789,0.2413793103448276,0.9854014598540146,0.8554216867469879
Outer 136,auto,euclidean,3,uniform,0.6305059149257488,0.29411764705882354,0.1724137931034483,1.0,0.8554216867469879
Outer 137,auto,euclidean,3,uniform,0.6253460860810471,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 138,auto,euclidean,3,uniform,0.5348603070727409,0.15,0.10344827586206896,0.9416058394160584,0.7951807228915663
Outer 139,auto,euclidean,3,uniform,0.6073496098665996,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 140,auto,euclidean,3,uniform,0.5922476717845456,0.2222222222222222,0.13793103448275862,0.9781021897810219,0.8313253012048193
Outer 141,auto,euclidean,3,uniform,0.6303800654417318,0.25,0.1724137931034483,0.9562043795620438,0.8192771084337349
Outer 142,auto,euclidean,3,uniform,0.5835640573873648,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 143,auto,euclidean,3,uniform,0.6434684117795116,0.35,0.2413793103448276,0.9708029197080292,0.8433734939759037
Outer 144,auto,euclidean,3,uniform,0.589353133652152,0.10810810810810811,0.06896551724137931,0.9562043795620438,0.8012048192771084
Outer 145,auto,euclidean,3,uniform,0.6169141706519004,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 146,auto,euclidean,3,uniform,0.6221998489806191,0.17647058823529413,0.10344827586206896,0.9854014598540146,0.8313253012048193
Outer 147,auto,euclidean,3,uniform,0.5493329977347093,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 148,auto,euclidean,3,uniform,0.6429650138434433,0.23809523809523808,0.1724137931034483,0.9416058394160584,0.8072289156626506
Outer 149,auto,euclidean,3,uniform,0.5826831109992449,0.15384615384615385,0.10344827586206896,0.948905109489051,0.8012048192771084
Outer 150,auto,euclidean,3,uniform,0.591492574880443,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 151,auto,euclidean,3,uniform,0.5158570349861565,0.15,0.10344827586206896,0.9416058394160584,0.7951807228915663
Outer 152,auto,euclidean,3,uniform,0.6555499622451548,0.3,0.20689655172413793,0.9635036496350365,0.8313253012048193
Outer 153,auto,euclidean,3,uniform,0.6362949911905361,0.34146341463414637,0.2413793103448276,0.9635036496350365,0.8373493975903614
Outer 154,auto,euclidean,3,uniform,0.5440473194059904,0.058823529411764705,0.034482758620689655,0.9708029197080292,0.8072289156626506
Outer 155,auto,euclidean,3,uniform,0.6321419582179714,0.2702702702702703,0.1724137931034483,0.9781021897810219,0.8373493975903614
Outer 156,auto,euclidean,3,uniform,0.6638560281902843,0.24390243902439024,0.1724137931034483,0.948905109489051,0.8132530120481928
Outer 157,auto,euclidean,3,uniform,0.5889755852001007,0.11428571428571428,0.06896551724137931,0.9708029197080292,0.8132530120481928
Outer 158,auto,euclidean,3,uniform,0.5625471935565064,0.05714285714285714,0.034482758620689655,0.9635036496350365,0.8012048192771084
Outer 159,auto,euclidean,3,uniform,0.5441731688900076,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 160,auto,euclidean,3,uniform,0.6545431663730179,0.46153846153846156,0.3103448275862069,0.9927007299270073,0.8734939759036144
Outer 161,auto,euclidean,3,uniform,0.6580669519254971,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 162,auto,euclidean,3,uniform,0.5317140699723131,0.16216216216216217,0.10344827586206896,0.9635036496350365,0.8132530120481928
Outer 163,auto,euclidean,3,uniform,0.6934306569343066,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 164,auto,euclidean,3,uniform,0.6862572363453311,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 165,auto,euclidean,3,uniform,0.6073496098665996,0.23809523809523808,0.1724137931034483,0.9416058394160584,0.8072289156626506
Outer 166,auto,euclidean,3,uniform,0.5746287440221496,0.17142857142857143,0.10344827586206896,0.9781021897810219,0.8253012048192772
Outer 167,auto,euclidean,3,uniform,0.6154039768436951,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 168,auto,euclidean,3,uniform,0.6150264283916437,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 169,auto,euclidean,3,uniform,0.607853007802668,0.2702702702702703,0.1724137931034483,0.9781021897810219,0.8373493975903614
Outer 170,auto,euclidean,3,uniform,0.6457337024918198,0.35,0.2413793103448276,0.9708029197080292,0.8433734939759037
Outer 171,auto,euclidean,3,uniform,0.685124590989177,0.2702702702702703,0.1724137931034483,0.9781021897810219,0.8373493975903614
Outer 172,auto,euclidean,3,uniform,0.6361691417065191,0.12121212121212122,0.06896551724137931,0.9854014598540146,0.8253012048192772
Outer 173,auto,euclidean,3,uniform,0.5918701233324943,0.11428571428571428,0.06896551724137931,0.9708029197080292,0.8132530120481928
Outer 174,auto,euclidean,3,uniform,0.6453561540397685,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 175,auto,euclidean,3,uniform,0.5865844450037755,0.15789473684210525,0.10344827586206896,0.9562043795620438,0.8072289156626506
Outer 176,auto,euclidean,3,uniform,0.6444752076516487,0.06451612903225806,0.034482758620689655,0.9927007299270073,0.8253012048192772
Outer 177,auto,euclidean,3,uniform,0.6089856531588221,0.12121212121212122,0.06896551724137931,0.9854014598540146,0.8253012048192772
Outer 178,auto,euclidean,3,uniform,0.6354140448024164,0.32558139534883723,0.2413793103448276,0.948905109489051,0.8253012048192772
Outer 179,auto,euclidean,3,uniform,0.6647369745784042,0.3111111111111111,0.2413793103448276,0.9343065693430657,0.8132530120481928
Outer 180,auto,euclidean,3,uniform,0.7133148754090108,0.20512820512820512,0.13793103448275862,0.9562043795620438,0.8132530120481928
Outer 181,auto,euclidean,3,uniform,0.6293732695695947,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 182,auto,euclidean,3,uniform,0.6305059149257488,0.29411764705882354,0.1724137931034483,1.0,0.8554216867469879
Outer 183,auto,euclidean,3,uniform,0.61213189025925,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 184,auto,euclidean,3,uniform,0.611125094387113,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 185,auto,euclidean,3,uniform,0.6259753335011328,0.17647058823529413,0.10344827586206896,0.9854014598540146,0.8313253012048193
Outer 186,auto,euclidean,3,uniform,0.721117543418072,0.20512820512820512,0.13793103448275862,0.9562043795620438,0.8132530120481928
Outer 187,auto,euclidean,3,uniform,0.6719103951673798,0.2564102564102564,0.1724137931034483,0.9635036496350365,0.8253012048192772
Outer 188,auto,euclidean,3,uniform,0.6483765416561792,0.22857142857142856,0.13793103448275862,0.9854014598540146,0.8373493975903614
Outer 189,auto,euclidean,3,uniform,0.6444752076516486,0.2777777777777778,0.1724137931034483,0.9854014598540146,0.8433734939759037
Outer 190,auto,euclidean,3,uniform,0.6312610118298516,0.3076923076923077,0.20689655172413793,0.9708029197080292,0.8373493975903614
Outer 191,auto,euclidean,3,uniform,0.6331487540901083,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 192,auto,euclidean,3,uniform,0.5690913667253965,0.2777777777777778,0.1724137931034483,0.9854014598540146,0.8433734939759037
Outer 193,auto,euclidean,3,uniform,0.6155298263277121,0.12121212121212122,0.06896551724137931,0.9854014598540146,0.8253012048192772
Outer 194,auto,euclidean,3,uniform,0.5407752328215455,0.1111111111111111,0.06896551724137931,0.9635036496350365,0.8072289156626506
Outer 195,auto,euclidean,3,uniform,0.5742511955700983,0.1875,0.10344827586206896,1.0,0.8433734939759037
Outer 196,auto,euclidean,3,uniform,0.6181726654920715,0.3,0.20689655172413793,0.9635036496350365,0.8313253012048193
Outer 197,auto,euclidean,3,uniform,0.5693430656934306,0.21621621621621623,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 198,auto,euclidean,3,uniform,0.6575635539894287,0.2857142857142857,0.1724137931034483,0.9927007299270073,0.8493975903614458
Outer 199,auto,euclidean,3,uniform,0.6422099169393406,0.06060606060606061,0.034482758620689655,0.9781021897810219,0.8132530120481928
Outer 200,auto,euclidean,3,uniform,0.6238358922728418,0.23529411764705882,0.13793103448275862,0.9927007299270073,0.8433734939759037
Outer 201,auto,euclidean,3,uniform,0.5362446513969293,0.16666666666666666,0.10344827586206896,0.9708029197080292,0.8192771084337349
Outer 202,auto,euclidean,3,uniform,0.6356657437704506,0.16216216216216217,0.10344827586206896,0.9635036496350365,0.8132530120481928
Outer 203,auto,euclidean,3,uniform,0.7018625723634533,0.21052631578947367,0.13793103448275862,0.9635036496350365,0.8192771084337349
Outer 204,auto,euclidean,3,uniform,0.7194815001258494,0.35,0.2413793103448276,0.9708029197080292,0.8433734939759037
Outer 205,auto,euclidean,3,uniform,0.667883211678832,0.41025641025641024,0.27586206896551724,0.9854014598540146,0.8614457831325302
Outer 206,auto,euclidean,3,uniform,0.6524037251447269,0.37209302325581395,0.27586206896551724,0.9562043795620438,0.8373493975903614
Outer 207,auto,euclidean,3,uniform,0.5857034986156556,0.10526315789473684,0.06896551724137931,0.948905109489051,0.7951807228915663
