,knn__algorithm,knn__metric,knn__n_neighbors,knn__weights,auc,f1,sensitivity,specificity,accuracy
Outer 125,auto,manhattan,24,uniform,0.6094890510948906,0.0,0.0,1.0,0.8253012048192772
Outer 126,auto,manhattan,20,uniform,0.6250943871130129,0.0,0.0,1.0,0.8253012048192772
Outer 127,auto,manhattan,21,uniform,0.5032720865844449,0.0,0.0,1.0,0.8253012048192772
Outer 128,auto,manhattan,12,uniform,0.5299521771960736,0.0,0.0,1.0,0.8253012048192772
Outer 129,auto,manhattan,21,distance,0.6719103951673797,0.06666666666666667,0.034482758620689655,1.0,0.8313253012048193
Outer 130,auto,manhattan,15,uniform,0.596904102693179,0.06451612903225806,0.034482758620689655,0.9927007299270073,0.8253012048192772
Outer 131,auto,euclidean,14,uniform,0.6900327208658444,0.06451612903225806,0.034482758620689655,0.9927007299270073,0.8253012048192772
Outer 132,auto,euclidean,7,uniform,0.5835640573873646,0.1081081081081081,0.06896551724137931,0.9562043795620438,0.8012048192771084
Outer 133,auto,euclidean,20,uniform,0.615529826327712,0.0,0.0,1.0,0.8253012048192772
Outer 134,auto,manhattan,11,uniform,0.6547948653410521,0.06666666666666667,0.034482758620689655,1.0,0.8313253012048193
Outer 135,auto,euclidean,19,uniform,0.6019380820538636,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 136,auto,euclidean,17,uniform,0.6126352881953183,0.0,0.0,1.0,0.8253012048192772
Outer 137,auto,euclidean,8,uniform,0.5779008306065945,0.0,0.0,1.0,0.8253012048192772
Outer 138,auto,manhattan,18,uniform,0.540271834885477,0.0,0.0,1.0,0.8253012048192772
Outer 139,auto,euclidean,12,uniform,0.6346589478983137,0.0,0.0,0.9854014598540146,0.8132530120481928
Outer 140,auto,euclidean,19,uniform,0.6167883211678832,0.0,0.0,1.0,0.8253012048192772
Outer 141,auto,euclidean,19,uniform,0.5578907626478732,0.0,0.0,1.0,0.8253012048192772
Outer 142,auto,euclidean,16,uniform,0.5025169896803423,0.0,0.0,1.0,0.8253012048192772
Outer 143,auto,euclidean,5,distance,0.5232821545431663,0.2162162162162162,0.13793103448275862,0.9708029197080292,0.8253012048192772
Outer 144,auto,manhattan,19,uniform,0.5790334759627486,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 145,auto,euclidean,20,uniform,0.6059652655424113,0.0,0.0,1.0,0.8253012048192772
Outer 146,auto,euclidean,24,uniform,0.6018122325698465,0.0,0.0,1.0,0.8253012048192772
Outer 147,auto,euclidean,18,uniform,0.5020135917442738,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 148,auto,manhattan,24,uniform,0.5766423357664233,0.0,0.0,1.0,0.8253012048192772
Outer 149,auto,manhattan,13,uniform,0.5906116284923232,0.06666666666666667,0.034482758620689655,1.0,0.8313253012048193
Outer 150,auto,euclidean,23,uniform,0.4939592247671785,0.0,0.0,1.0,0.8253012048192772
Outer 151,auto,manhattan,21,distance,0.4895544928265795,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 152,auto,euclidean,24,distance,0.5313365215202617,0.0,0.0,0.9781021897810219,0.8072289156626506
Outer 153,auto,euclidean,18,uniform,0.5729927007299271,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 154,auto,manhattan,20,uniform,0.5733702491819783,0.0,0.0,1.0,0.8253012048192772
Outer 155,auto,euclidean,21,uniform,0.6204379562043796,0.0,0.0,1.0,0.8253012048192772
Outer 156,auto,manhattan,24,uniform,0.6264787314372011,0.0,0.0,1.0,0.8253012048192772
Outer 157,auto,euclidean,23,distance,0.6325195066700227,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 158,auto,euclidean,21,uniform,0.5551220739994965,0.0,0.0,1.0,0.8253012048192772
Outer 159,auto,manhattan,17,distance,0.49911905361188025,0.0,0.0,1.0,0.8253012048192772
Outer 160,auto,manhattan,21,uniform,0.6492574880442991,0.06666666666666667,0.034482758620689655,1.0,0.8313253012048193
Outer 161,auto,euclidean,19,uniform,0.5742511955700981,0.0,0.0,1.0,0.8253012048192772
Outer 162,auto,euclidean,5,uniform,0.5612886987163352,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 163,auto,euclidean,9,uniform,0.564183236848729,0.06451612903225806,0.034482758620689655,0.9927007299270073,0.8253012048192772
Outer 164,auto,manhattan,24,uniform,0.580669519254971,0.0,0.0,1.0,0.8253012048192772
Outer 165,auto,euclidean,21,uniform,0.5863327460357413,0.0,0.0,1.0,0.8253012048192772
Outer 166,auto,manhattan,21,uniform,0.6138937830354895,0.0,0.0,1.0,0.8253012048192772
Outer 167,auto,euclidean,7,uniform,0.6272338283413038,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 168,auto,manhattan,18,uniform,0.505411527812736,0.0,0.0,1.0,0.8253012048192772
Outer 169,auto,euclidean,22,uniform,0.6656179209665241,0.0,0.0,1.0,0.8253012048192772
Outer 170,auto,euclidean,24,uniform,0.6618424364460105,0.0,0.0,1.0,0.8253012048192772
Outer 171,auto,manhattan,22,uniform,0.6429650138434432,0.0,0.0,1.0,0.8253012048192772
Outer 172,auto,manhattan,17,uniform,0.5050339793606846,0.0,0.0,1.0,0.8253012048192772
Outer 173,auto,manhattan,24,uniform,0.5503397936068463,0.0,0.0,1.0,0.8253012048192772
Outer 174,auto,euclidean,19,distance,0.6967027435187516,0.0,0.0,1.0,0.8253012048192772
Outer 175,auto,manhattan,24,uniform,0.5600302038761641,0.0,0.0,1.0,0.8253012048192772
Outer 176,auto,manhattan,11,uniform,0.5552479234835137,0.0606060606060606,0.034482758620689655,0.9781021897810219,0.8132530120481928
Outer 177,auto,euclidean,12,uniform,0.4569594764661465,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 178,auto,euclidean,8,uniform,0.4754593506166625,0.0625,0.034482758620689655,0.9854014598540146,0.8192771084337349
Outer 179,auto,manhattan,16,uniform,0.6045809212182229,0.0,0.0,1.0,0.8253012048192772
Outer 180,auto,manhattan,23,uniform,0.658947898313617,0.0,0.0,1.0,0.8253012048192772
Outer 181,auto,euclidean,24,uniform,0.5997986408255725,0.0,0.0,1.0,0.8253012048192772
Outer 182,auto,manhattan,22,uniform,0.6920463126101184,0.0,0.0,1.0,0.8253012048192772
Outer 183,auto,manhattan,9,uniform,0.5495846967027435,0.0,0.0,0.9781021897810219,0.8072289156626506
Outer 184,auto,manhattan,23,uniform,0.5547445255474452,0.0,0.0,1.0,0.8253012048192772
Outer 185,auto,euclidean,10,uniform,0.5251698968034231,0.0,0.0,1.0,0.8253012048192772
Outer 186,auto,euclidean,11,uniform,0.5547445255474452,0.0606060606060606,0.034482758620689655,0.9781021897810219,0.8132530120481928
Outer 187,auto,euclidean,10,uniform,0.6042033727661716,0.06666666666666667,0.034482758620689655,1.0,0.8313253012048193
Outer 188,auto,manhattan,23,uniform,0.5908633274603574,0.0,0.0,1.0,0.8253012048192772
Outer 189,auto,manhattan,24,uniform,0.4862824062421345,0.0,0.0,1.0,0.8253012048192772
Outer 190,auto,manhattan,5,uniform,0.6171658696199346,0.18181818181818182,0.10344827586206896,0.9927007299270073,0.8373493975903614
Outer 191,auto,manhattan,19,uniform,0.6287440221495092,0.125,0.06896551724137931,0.9927007299270073,0.8313253012048193
Outer 192,auto,euclidean,15,uniform,0.6303800654417318,0.0625,0.034482758620689655,0.9854014598540146,0.8192771084337349
Outer 193,auto,euclidean,11,uniform,0.5356154039768437,0.06451612903225806,0.034482758620689655,0.9927007299270073,0.8253012048192772
Outer 194,auto,euclidean,23,distance,0.5212685627988924,0.0,0.0,1.0,0.8253012048192772
Outer 195,auto,euclidean,16,uniform,0.6125094387113013,0.0,0.0,1.0,0.8253012048192772
Outer 196,auto,manhattan,17,uniform,0.5724893027938586,0.0,0.0,0.9927007299270073,0.8192771084337349
Outer 197,auto,euclidean,8,distance,0.4991190536118802,0.0,0.0,0.9562043795620438,0.7891566265060241
Outer 198,auto,manhattan,22,uniform,0.6808457085325951,0.0,0.0,1.0,0.8253012048192772
Outer 199,auto,manhattan,19,uniform,0.5427888245658192,0.0,0.0,1.0,0.8253012048192772
