,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_depth,bootstrap,auc,f1,sensitivity,specificity,accuracy
Outer 295 - Inner 0,172,2,4,0.9808997732861275,15,True,0.7117737003058103,0.3783783783783784,0.2916666666666667,0.944954128440367,0.8270676691729323
Outer 295 - Inner 1,69,10,1,0.8245910255238871,15,True,0.7320336391437309,0.45,0.375,0.9357798165137615,0.8345864661654135
Outer 295 - Inner 2,51,3,1,0.76095377719962,21,True,0.7654816513761468,0.5,0.4583333333333333,0.9174311926605505,0.8345864661654135
Outer 295 - Inner 3,157,2,2,0.9460457910113691,21,True,0.7360474006116208,0.4444444444444444,0.3333333333333333,0.963302752293578,0.849624060150376
Outer 295 - Inner 4,50,9,1,0.9439737584634333,24,True,0.735474006116208,0.5128205128205129,0.4166666666666667,0.9541284403669725,0.8571428571428571
Outer 295 - Inner 5,90,2,2,0.8699816211289415,27,True,0.7360474006116208,0.4444444444444444,0.3333333333333333,0.963302752293578,0.849624060150376
Outer 296 - Inner 0,58,5,1,0.5007121222227527,26,True,0.8067660550458715,0.4081632653061225,0.4166666666666667,0.8623853211009175,0.7819548872180451
Outer 296 - Inner 1,85,2,1,0.8610177507452574,14,True,0.8262614678899083,0.48780487804878053,0.4166666666666667,0.9357798165137615,0.8421052631578947
Outer 296 - Inner 2,169,4,2,0.8816888988329794,10,True,0.8551223241590213,0.5128205128205129,0.4166666666666667,0.9541284403669725,0.8571428571428571
Outer 296 - Inner 3,110,2,1,0.621261466977201,11,True,0.8279816513761469,0.4761904761904762,0.4166666666666667,0.926605504587156,0.8345864661654135
Outer 296 - Inner 4,119,3,2,0.7168251609206107,9,True,0.8073394495412843,0.45,0.375,0.9357798165137615,0.8345864661654135
Outer 296 - Inner 5,168,3,2,0.5860021133278238,24,True,0.8321865443425076,0.372093023255814,0.3333333333333333,0.8990825688073395,0.7969924812030075
Outer 297 - Inner 0,197,4,1,0.8690181956290053,21,True,0.85282874617737,0.5714285714285715,0.5,0.944954128440367,0.8646616541353384
Outer 297 - Inner 1,66,9,1,0.5266341976697099,18,True,0.827599388379205,0.5531914893617021,0.5416666666666666,0.908256880733945,0.8421052631578947
Outer 297 - Inner 2,89,2,2,0.9610858036261394,30,True,0.8339067278287461,0.4615384615384615,0.375,0.944954128440367,0.8421052631578947
Outer 297 - Inner 3,51,4,1,0.9803867689656216,24,True,0.7738914373088684,0.3333333333333333,0.25,0.944954128440367,0.8195488721804511
Outer 297 - Inner 4,105,2,1,0.6390935333554169,18,True,0.8574159021406729,0.4736842105263159,0.375,0.9541284403669725,0.849624060150376
Outer 297 - Inner 5,166,4,1,0.6184478911459965,25,True,0.8428899082568807,0.5581395348837209,0.5,0.9357798165137615,0.8571428571428571
Outer 298 - Inner 0,140,3,1,0.5590292465549379,28,True,0.823394495412844,0.5116279069767442,0.4583333333333333,0.926605504587156,0.8421052631578947
Outer 298 - Inner 1,184,3,1,0.9324170554713307,11,True,0.8390672782874617,0.5116279069767442,0.4583333333333333,0.926605504587156,0.8421052631578947
Outer 298 - Inner 2,177,3,2,0.9704357616704976,26,True,0.8103975535168195,0.45,0.375,0.9357798165137615,0.8345864661654135
Outer 298 - Inner 3,143,10,1,0.8399165551018899,29,True,0.8612385321100918,0.46511627906976744,0.4166666666666667,0.9174311926605505,0.8270676691729323
Outer 298 - Inner 4,131,4,2,0.7928736436774635,16,True,0.8423165137614679,0.5531914893617021,0.5416666666666666,0.908256880733945,0.8421052631578947
Outer 298 - Inner 5,129,5,1,0.9273670100485145,19,True,0.8249235474006116,0.4736842105263159,0.375,0.9541284403669725,0.849624060150376
Outer 299 - Inner 0,78,10,3,0.6217677306843263,11,True,0.6892201834862386,0.31818181818181823,0.2916666666666667,0.8807339449541285,0.7744360902255639
Outer 299 - Inner 1,57,2,1,0.7278495526178297,10,True,0.683868501529052,0.3157894736842105,0.25,0.926605504587156,0.8045112781954887
Outer 299 - Inner 2,125,5,2,0.5522202599877823,11,True,0.7534403669724771,0.39024390243902435,0.3333333333333333,0.9174311926605505,0.8120300751879699
Outer 299 - Inner 3,142,3,3,0.5163079690736891,14,True,0.7243883792048929,0.380952380952381,0.3333333333333333,0.908256880733945,0.8045112781954887
Outer 299 - Inner 4,64,9,4,0.7765641246362394,13,True,0.7599388379204892,0.4,0.3333333333333333,0.926605504587156,0.8195488721804511
Outer 299 - Inner 5,179,3,1,0.7968467385848412,14,True,0.7597477064220184,0.2702702702702703,0.20833333333333334,0.926605504587156,0.7969924812030075
Outer 300 - Inner 0,132,2,1,0.8604408336475107,20,True,0.8073394495412844,0.4,0.2916666666666667,0.963302752293578,0.8421052631578947
Outer 300 - Inner 1,106,4,1,0.5553340167113598,30,True,0.7761850152905198,0.25,0.16666666666666666,0.963302752293578,0.8195488721804511
Outer 300 - Inner 2,179,3,1,0.9680567186855327,21,True,0.7840214067278287,0.2,0.125,0.9724770642201835,0.8195488721804511
Outer 300 - Inner 3,125,3,2,0.8587992921723663,15,True,0.797782874617737,0.3125,0.20833333333333334,0.9724770642201835,0.8345864661654135
Outer 300 - Inner 4,106,4,2,0.9705460013123348,29,True,0.7918577981651377,0.25806451612903225,0.16666666666666666,0.9724770642201835,0.8270676691729323
Outer 300 - Inner 5,149,2,2,0.7444527163531978,13,True,0.7780963302752293,0.3333333333333333,0.25,0.944954128440367,0.8195488721804511
Outer 301 - Inner 0,73,2,1,0.843482149250971,25,True,0.786888379204893,0.2777777777777778,0.20833333333333334,0.9357798165137615,0.8045112781954887
Outer 301 - Inner 1,186,5,3,0.9630536601253898,19,True,0.7767584097859327,0.21621621621621623,0.16666666666666666,0.9174311926605505,0.7819548872180451
Outer 301 - Inner 2,189,7,2,0.6914587797364031,17,True,0.8107798165137615,0.38888888888888895,0.2916666666666667,0.9541284403669725,0.8345864661654135
Outer 301 - Inner 3,101,5,1,0.5590507456965595,21,True,0.7956804281345566,0.4615384615384615,0.375,0.944954128440367,0.8421052631578947
Outer 301 - Inner 4,72,8,3,0.9955452106564824,18,True,0.775611620795107,0.4102564102564102,0.3333333333333333,0.9357798165137615,0.8270676691729323
Outer 301 - Inner 5,163,8,3,0.6656868180977933,9,True,0.7763761467889909,0.3157894736842105,0.25,0.926605504587156,0.8045112781954887
Outer 302 - Inner 0,179,4,1,0.6496331209243869,13,True,0.7702599388379205,0.43243243243243246,0.3333333333333333,0.9541284403669725,0.8421052631578947
Outer 302 - Inner 1,119,2,2,0.8826151738430383,24,True,0.7236238532110091,0.5,0.4166666666666667,0.944954128440367,0.849624060150376
